         1         1         1        782.3583        400000.0
         1         1         2       774.35077        400000.0
         1         1         3       787.32086        400000.0
         1         1         4       780.33344        400000.0
         1         1         6       761.97974        400000.0
         1         1         7       794.80853        400000.0
         1         1         8       805.36566        400000.0
         1         1         9        801.2288        400000.0
         1         1        14       781.61127        400000.0
         1         1        15        783.2045        400000.0
         1         1        16        775.9683        400000.0
         1         1        26        792.5253        400000.0
         1         1        27       779.82764        400000.0
         1         1        28        762.2162        400000.0
         1         1        30        765.9384        400000.0
         1         1        31        789.7621        400000.0
         1         1        32        798.5066        400000.0
         1         1        33        783.8095        400000.0
         1         1        34       799.95605        400000.0
         1         1        35       798.64856        400000.0
         1         1        36         792.948        400000.0
         1         1        37       793.58105        400000.0
         1         1        38        790.8146        400000.0
         1         1        39       802.22943        400000.0
         1         1        40       799.89606        400000.0
         1         1        41       788.24756        400000.0
         1         1        45         747.986        400000.0
         1         1        46       739.39343        400000.0
         1         1        47        738.9968        400000.0
         1         1        48        735.9493        400000.0
         1         1        49        743.7019        400000.0
         1         1        50        736.1103        400000.0
         1         1        51       715.11176        400000.0
         1         1        52        699.8589        400000.0
         1         1        53          699.85        400000.0
         1         1        54        697.2987        400000.0
         1         1        57         707.674        400000.0
         1         1        58       694.06946        400000.0
         1         1        59        687.4597        400000.0
         1         1        60       690.64954        400000.0
         1         1        61        680.8057        400000.0
         1         1        62       671.14825        400000.0
         1         1        63       661.76404        400000.0
         1         1        64        659.7563        400000.0
         1         1        65        660.4436        400000.0
         1         1        66       655.25714        400000.0
         1         1        67       651.52637        400000.0
         1         1        68        645.2717        400000.0
         1         1        69        643.4552        400000.0
         1         1        70        644.4052        400000.0
         1         1        71         645.878        400000.0
         1         1        72        634.8227        400000.0
         1         1        75        625.7606        400000.0
         1         1        76        628.9831        400000.0
         1         1        77       633.68933        400000.0
         1         1        78       639.76373        400000.0
         1         1        79        642.3162        400000.0
         1         1        80        639.6463        400000.0
         1         1        81       641.43384        400000.0
         1         1        82       644.08453        400000.0
         1         1        83       624.06165        400000.0
         1         1        84        621.1089        400000.0
         1         1        85        619.4684        400000.0
         1         1        86        615.5314        400000.0
         1         1        87       613.01843        400000.0
         1         1        88       612.25385        400000.0
         1         1        89        609.0244        400000.0
         1         1        90       602.78406        400000.0
         1         2         1       834.11066        400000.0
         1         2         2       796.05164        400000.0
         1         2         3        788.4411        400000.0
         1         2         4       758.36176        400000.0
         1         2         6        768.9988        400000.0
         1         2         7        801.5272        400000.0
         1         2         8        798.2258        400000.0
         1         2         9       796.46436        400000.0
         1         2        14       765.14435        400000.0
         1         2        15         726.759        400000.0
         1         2        16        743.1823        400000.0
         1         2        26        766.2174        400000.0
         1         2        27       758.29535        400000.0
         1         2        28       739.89624        400000.0
         1         2        30        770.7906        400000.0
         1         2        31       780.68317        400000.0
         1         2        32       768.91266        400000.0
         1         2        33        770.6363        400000.0
         1         2        34         794.136        400000.0
         1         2        35        792.6191        400000.0
         1         2        36        774.8681        400000.0
         1         2        37        769.6171        400000.0
         1         2        38       769.57623        400000.0
         1         2        39        795.6275        400000.0
         1         2        40        800.0152        400000.0
         1         2        41        780.0101        400000.0
         1         2        42        789.7401        400000.0
         1         2        45        711.5336        400000.0
         1         2        46       735.95123        400000.0
         1         2        47       733.74554        400000.0
         1         2        48       737.21686        400000.0
         1         2        49        731.7744        400000.0
         1         2        50       719.59454        400000.0
         1         2        51       715.57605        400000.0
         1         2        52         698.398        400000.0
         1         2        53        689.4582        400000.0
         1         2        54        684.4299        400000.0
         1         2        55        681.0396        400000.0
         1         2        57         698.855        400000.0
         1         2        58       699.65204        400000.0
         1         2        59        694.7127        400000.0
         1         2        60        682.0451        400000.0
         1         2        61        680.4997        400000.0
         1         2        62        664.6563        400000.0
         1         2        63        644.0835        400000.0
         1         2        64        663.7321        400000.0
         1         2        65        655.0352        400000.0
         1         2        66        648.3506        400000.0
         1         2        67        649.2916        400000.0
         1         2        68        646.1459        400000.0
         1         2        69        648.6054        400000.0
         1         2        70        644.3555        400000.0
         1         2        71         644.731        400000.0
         1         2        72       635.56683        400000.0
         1         2        73        630.0405        400000.0
         1         2        75        625.9576        400000.0
         1         2        76        629.6391        400000.0
         1         2        77        629.6393        400000.0
         1         2        78       640.46265        400000.0
         1         2        79       638.17096        400000.0
         1         2        80        639.8099        400000.0
         1         2        81        643.2756        400000.0
         1         2        82        641.6342        400000.0
         1         2        83       624.78815        400000.0
         1         2        84        621.8471        400000.0
         1         2        85        619.8083        400000.0
         1         2        86       616.18756        400000.0
         1         2        87       614.21014        400000.0
         1         2        88       613.91425        400000.0
         1         2        89         606.711        400000.0
         1         2        90        603.7236        400000.0
         1         2        91        599.7867        400000.0
         1         2        92        600.5121        400000.0
         1         2        93       598.37885        400000.0
         1         3         6        789.3762        400000.0
         1         3         7       787.83875        400000.0
         1         3         8       775.75977        400000.0
         1         3         9        782.6296        400000.0
         1         3        14       741.55023        400000.0
         1         3        15        735.8971        400000.0
         1         3        16         760.348        400000.0
         1         3        17        773.1181        400000.0
         1         3        18        775.0106        400000.0
         1         3        26        759.2553        400000.0
         1         3        27         759.669        400000.0
         1         3        28       764.54816        400000.0
         1         3        31        776.5107        400000.0
         1         3        32       779.22656        400000.0
         1         3        33        779.9101        400000.0
         1         3        34        791.9572        400000.0
         1         3        35        809.7389        400000.0
         1         3        36       769.68054        400000.0
         1         3        37        768.2647        400000.0
         1         3        38       772.10156        400000.0
         1         3        39       789.91376        400000.0
         1         3        40       806.46124        400000.0
         1         3        41        794.5407        400000.0
         1         3        42        788.8361        400000.0
         1         3        43        769.4243        400000.0
         1         3        44        751.3608        400000.0
         1         3        45       738.58264        400000.0
         1         3        46       733.67456        400000.0
         1         3        47       723.38855        400000.0
         1         3        48       739.51495        400000.0
         1         3        49        748.5392        400000.0
         1         3        50       731.44495        400000.0
         1         3        51        706.1369        400000.0
         1         3        52        700.2398        400000.0
         1         3        53        691.9478        400000.0
         1         3        54       679.67505        400000.0
         1         3        55        677.6345        400000.0
