        10        79        49        -5581.62
        10        79        49       -7324.961
        10        79        49            -0.0
        10        44        47      -12620.175
        10        43        47       -16683.33
        10        49        36            -0.0
        10        46        37            -0.0
        10        63        52      -16112.717
        10        65        50       -14765.29
        10        69        53      -13912.298
        10        47        26            -0.0
        10        47        26            -0.0
        10        51        24       -14986.87
        10        46        21            -0.0
        10        47        22            -0.0
        10        46        27            -0.0
        10        46        27            -0.0
        10        47        21            -0.0
        10        82        45       -9658.291
        10        82        45       -3976.311
        10        73        38       -11053.22
        10        71        41            -0.0
        10        72        35       -67309.17
        10        71        37            -0.0
        10        72        41       -34460.72
        10        68        41            -0.0
        10        68        37      -30472.754
        10        72        36       -769.6703
        10        72        41      -5736.7993
        10        73        37            -0.0
        10        74        35            -0.0
        10        71        32      -265.71295
        10        71        32      -3281.1797
        10        71        32      -2250.7773
        10        71        32      -129.98143
        10        70        31      -2774.9517
        10        70        31      -1441.4424
        10        93       100       -73249.61
        10        78        47       -5847.699
        10       101        40       -39.55479
        10       100        40       -8351.921
        10       100        41       -8244.243
        10       113        89      -5231.2427
        10       110        88      -6934.2964
        10        87        71            -0.0
        10        87        71            -0.0
        10        81        78            -0.0
        10        78        82      -162729.86
        10        78        82       -9241.918
        10        90        79            -0.0
        10        87        71            -0.0
        10        87        71            -0.0
        10        90        79       -78568.63
        10        86        77       -81894.53
        10        80        73       -50425.03
        10        82        85      -112.62128
        10        84        76      -10471.397
        10        83        75            -0.0
        10        64        45      -16114.914
        10        60        46      -43.949764
        10        60        46      -10.987441
        10        58        44            -0.0
        10        65        45            -0.0
        10        60        46            -0.0
        10        50        47      -10475.885
        10        44        48            -0.0
        10        46        48            -0.0
        10        46        50            -0.0
        10        47        40      -60003.516
        10        48        41      -57839.355
        10        47        45      -1841.8615
        10        50        47            -0.0
        10        47        43       -69749.74
        10        47        47      -30626.027
        10        44        39            -0.0
        10        48        46        -46.5135
        10        48        45      -29.666092
        10        46        42      -1028.4246
        10        46        46            -0.0
        10        47        41      -64155.305
        10        50        38            -0.0
        10        50        37            -0.0
        10        47        36            -0.0
        10        47        37       -81800.04
        10        48        38       -60856.14
        10        71        22            -0.0
        10        71        22            -0.0
        10        73        54            -0.0
        10        73        54      -51030.547
        10        72        56            -0.0
        10        72        56      -28655.633
        10        74        55            -0.0
        10        72        55      -29480.256
        10        74        54       -72847.91
        10        72        55            -0.0
        10        75        54      -38255.926
        10        75        54            -0.0
        10        64        44            -0.0
        10        64        44            -0.0
        10        64        44            -0.0
        10        64        42      -1527.6938
        10        65        50      -25860.408
        10        68        57            -0.0
        10        67        51      -25211.416
        10        62        53            -0.0
        10        61        52            -0.0
        10        70        54      -52438.297
        10        67        58       -69336.62
        10        61        52      -14649.922
        10        63        52            -0.0
        10        67        52      -23629.957
        10        65        50            -0.0
        10        61        52            -0.0
        10        67        58            -0.0
        10        73        46      -10096.727
        10        71        47      -11570.874
        10        72        47            -0.0
        10        95        56            -0.0
        10        97        57       -68.48839
        10        96        58      -2591.2048
        10        97        57            -0.0
        10        93        22      -30152.104
        10        93        22      -30152.104
        10        94        23            -0.0
        10        81        70      -42255.867
        10        75        74      -64854.105
        10        77        70      -55520.273
        10        75        69       -71394.93
        10        76        71            -0.0
        10        44        35            -0.0
        10        83        59            -0.0
        10        82        63      -1392.8413
        10        83        59       -411.6628
        10        84        58            -0.0
        10        79        60      -2832.9287
        10        85        57       -1862.005
        10        82        66      -6204.2417
        10        80        59            -0.0
        10        79        59            -0.0
        10        79        55      -1682.1772
        10       112        84      -14457.275
        10       113        82      -22377.756
        10       112        84      -11229.531
        10        82        38      -13477.928
        10        81        39       -8647.116
        10        52        43      -10117.603
        10        51        45      -17290.936
        10        59        36      -31866.803
        10        63        36       -61027.18
        10        53        38      -103835.86
        10        55        43      -30518.352
        10        56        41      -113591.83
        10        81        27            -0.0
        10        73        27      -17245.156
        10        73        27      -26383.045
        10        73        27       -66824.52
        10        74        27       -668.4027
        10        75        27            -0.0
        10        85        43      -14571.179
        10        84        44      -14571.179
        10        82        44      -6.8561635
        10        86        43       -9.141551
        10        70        27       -7324.961
        10        71        27       -7324.961
        10        71        27      -253.40263
        10        70        27      -253.40227
        10        66        32      -1.4649922
