 pp_0046               9.4488000000E+03      5.1511200000E+04      1           1.0000000000E+00     
 pp_0047               1.5544800000E+04      5.1511200000E+04      1           1.0000000000E+00     
 pp_0048               2.1640800000E+04      5.1511200000E+04      1           1.0000000000E+00     
 pp_0049               2.7736800000E+04      5.1511200000E+04      1           1.0000000000E+00     
 pp_0050               3.3832800000E+04      5.1511200000E+04      1           1.0000000000E+00     
 pp_0051               3.9928800000E+04      5.1511200000E+04      1           1.0000000000E+00     
 pp_0052               4.6024800000E+04      5.1511200000E+04      1           1.0000000000E+00     
 pp_0053               5.2120800000E+04      5.1511200000E+04      1           1.0000000000E+00     
 pp_0054               3.3528000000E+03      4.5415200000E+04      1           1.0000000000E+00     
 pp_0055               9.4488000000E+03      4.5415200000E+04      1           1.0000000000E+00     
 pp_0056               1.5544800000E+04      4.5415200000E+04      1           1.0000000000E+00     
 pp_0057               2.1640800000E+04      4.5415200000E+04      1           1.0000000000E+00     
 pp_0058               2.7736800000E+04      4.5415200000E+04      1           1.0000000000E+00     
 pp_0059               3.3832800000E+04      4.5415200000E+04      1           1.0000000000E+00     
 pp_0060               3.9928800000E+04      4.5415200000E+04      1           1.0000000000E+00     
 pp_0061               4.6024800000E+04      4.5415200000E+04      1           1.0000000000E+00     
 pp_0062               5.2120800000E+04      4.5415200000E+04      1           1.0000000000E+00     
 pp_0063               3.3528000000E+03      3.9319200000E+04      1           1.0000000000E+00     
 pp_0064               9.4488000000E+03      3.9319200000E+04      1           1.0000000000E+00     
 pp_0065               1.5544800000E+04      3.9319200000E+04      1           1.0000000000E+00     
 pp_0066               2.1640800000E+04      3.9319200000E+04      1           1.0000000000E+00     
 pp_0067               2.7736800000E+04      3.9319200000E+04      1           1.0000000000E+00     
 pp_0068               3.3832800000E+04      3.9319200000E+04      1           1.0000000000E+00     
 pp_0069               3.9928800000E+04      3.9319200000E+04      1           1.0000000000E+00     
 pp_0070               4.6024800000E+04      3.9319200000E+04      1           1.0000000000E+00     
 pp_0071               5.2120800000E+04      3.9319200000E+04      1           1.0000000000E+00     
 pp_0072               3.3528000000E+03      3.3223200000E+04      1           1.0000000000E+00     
 pp_0073               9.4488000000E+03      3.3223200000E+04      1           1.0000000000E+00     
 pp_0074               1.5544800000E+04      3.3223200000E+04      1           1.0000000000E+00     
 pp_0075               2.1640800000E+04      3.3223200000E+04      1           1.0000000000E+00     
 pp_0076               2.7736800000E+04      3.3223200000E+04      1           1.0000000000E+00     
 pp_0077               3.3832800000E+04      3.3223200000E+04      1           1.0000000000E+00     
 pp_0078               3.9928800000E+04      3.3223200000E+04      1           1.0000000000E+00     
 pp_0079               4.6024800000E+04      3.3223200000E+04      1           1.0000000000E+00     
 pp_0080               5.2120800000E+04      3.3223200000E+04      1           1.0000000000E+00     
 pp_0081               3.3528000000E+03      2.7127200000E+04      1           1.0000000000E+00     
 pp_0082               9.4488000000E+03      2.7127200000E+04      1           1.0000000000E+00     
 pp_0083               1.5544800000E+04      2.7127200000E+04      1           1.0000000000E+00     
 pp_0084               2.1640800000E+04      2.7127200000E+04      1           1.0000000000E+00     
 pp_0085               2.7736800000E+04      2.7127200000E+04      1           1.0000000000E+00     
 pp_0086               3.3832800000E+04      2.7127200000E+04      1           1.0000000000E+00     
 pp_0087               3.9928800000E+04      2.7127200000E+04      1           1.0000000000E+00     
 pp_0088               4.6024800000E+04      2.7127200000E+04      1           1.0000000000E+00     
 pp_0089               5.2120800000E+04      2.7127200000E+04      1           1.0000000000E+00     
 pp_0090               3.3528000000E+03      2.1031200000E+04      1           1.0000000000E+00     
 pp_0091               9.4488000000E+03      2.1031200000E+04      1           1.0000000000E+00     
 pp_0092               1.5544800000E+04      2.1031200000E+04      1           1.0000000000E+00     
 pp_0093               2.1640800000E+04      2.1031200000E+04      1           1.0000000000E+00     
 pp_0094               2.7736800000E+04      2.1031200000E+04      1           1.0000000000E+00     
 pp_0095               3.3832800000E+04      2.1031200000E+04      1           1.0000000000E+00     
 pp_0096               3.9928800000E+04      2.1031200000E+04      1           1.0000000000E+00     
 pp_0097               4.6024800000E+04      2.1031200000E+04      1           1.0000000000E+00     
 pp_0098               5.2120800000E+04      2.1031200000E+04      1           1.0000000000E+00     
 pp_0099               3.3528000000E+03      1.4935200000E+04      1           1.0000000000E+00     
 pp_0100               9.4488000000E+03      1.4935200000E+04      1           1.0000000000E+00     
 pp_0101               1.5544800000E+04      1.4935200000E+04      1           1.0000000000E+00     
 pp_0102               2.1640800000E+04      1.4935200000E+04      1           1.0000000000E+00     
 pp_0103               2.7736800000E+04      1.4935200000E+04      1           1.0000000000E+00     
 pp_0104               3.3832800000E+04      1.4935200000E+04      1           1.0000000000E+00     
 pp_0105               3.9928800000E+04      1.4935200000E+04      1           1.0000000000E+00     
 pp_0106               4.6024800000E+04      1.4935200000E+04      1           1.0000000000E+00     
 pp_0107               5.2120800000E+04      1.4935200000E+04      1           1.0000000000E+00     
 pp_0108               3.3528000000E+03      8.8392000000E+03      1           1.0000000000E+00     
 pp_0109               9.4488000000E+03      8.8392000000E+03      1           1.0000000000E+00     
 pp_0110               1.5544800000E+04      8.8392000000E+03      1           1.0000000000E+00     
 pp_0111               2.1640800000E+04      8.8392000000E+03      1           1.0000000000E+00     
 pp_0112               2.7736800000E+04      8.8392000000E+03      1           1.0000000000E+00     
 pp_0113               3.3832800000E+04      8.8392000000E+03      1           1.0000000000E+00     
 pp_0114               3.9928800000E+04      8.8392000000E+03      1           1.0000000000E+00     
 pp_0115               4.6024800000E+04      8.8392000000E+03      1           1.0000000000E+00     
 pp_0116               5.2120800000E+04      8.8392000000E+03      1           1.0000000000E+00     
