p_num,isws_facility_id,owner,fac_well_num,depth_total_last_known,lam_x,lam_y,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
409387,19797910,STATEVILLE CORRECTIONAL CENTER,4,2007,3382168,3113320,62896000,45872000,0,1640000,22222000,26721000,0,7000000,58000000,129183600,76690300,76491300,,36085600,30497700,26772500,,,,44664375,,,,,,,,,,,,,,,,,,,
409389,19797910,STATEVILLE CORRECTIONAL CENTER,5,1653,3379670,3113453,70400900,98796000,162790800,120584200,75718500,66095100,71000000,72000000,13300000,,,,80537900,50998300,62323900,50123600,60961100,,,44664375,,,,,,,,,,,,,,,,,,,
409390,19790250,CREST HILL,6,352,3375586,3104413,54686400,21597000,70346900,42544500,62033900,54969300,21861200,33380200,,84773300,84773300,92688000,88210000,17235000,11625600,38161600,12265300,5215800,10587300,63645000,55001700,30179600,1981200,906000,634000,109000,105000,,,,,,,,,,,,
409391,19790250,CREST HILL,3,310,3373567,3108086,70221400,66219800,63851900,61260800,80999500,53116200,41320200,40865500,,28651700,28651700,279000,0,6059000,3476700,,,,,,,,,,,,,,,,,,,,,,,,
409392,19790250,CREST HILL,5,282,3373680,3105024,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409393,19790250,CREST HILL,4,300,3370752,3107493,117055000,76798900,42928800,65374400,72894400,57357400,116405400,85854400,,68910500,68910500,62736000,107060000,82330000,147818600,119446800,38393300,31530100,25139200,15863000,5942500,2101500,14848300,101970000,108134000,132233000,149584000,108687000,113086000,177757000,196005000,196005000,126024000,174376000,153798000,,,,
409394,19790250,CREST HILL,2,1652,3380916,3104300,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409395,19790250,CREST HILL,7,296,3380497,3106675,0,74800600,28126600,111007800,54991600,78979500,49050500,64493400,,42938000,42938000,111481000,48480000,60438000,87208600,56602000,78660400,86011800,53367400,16889000,56344800,15663700,88687500,94231000,90548000,60309000,84567000,94105000,,50695000,94844000,94844000,44656000,46088000,57296000,,,,
409396,19790250,CREST HILL,1,303,3381933,3107119,117140100,53307200,66933600,44822000,51585600,77141900,124495050,120278000,,95349700,95349700,57640000,67780000,175094000,141236700,209726100,150928500,130760000,125707700,128930000,148081000,94091200,196802700,105809000,88155000,55548000,68654000,61393000,79818000,86129000,92028000,92028000,57614000,59918000,40073000,,,,
409397,19798100,LOCKPORT TWP WATER SYSTEM,1,405,3391156,3105501,,,,,,,14208000,50812000,54754000,30718000,,,17550000,17550000,16490000,16490000,,,,27568000,27568000,27568000,33050000,23807000,24311000,30613000,31274000,34094000,32328000,31601000,25000000,25000000,24791000,25236000,,,,,
409398,19798100,LOCKPORT TWP WATER SYSTEM,2,400,3392877,3109543,,,,,,,2967000,11761000,6682000,30718000,,,49033000,49033000,44465000,44465000,,,,31593000,31593000,31593000,32459000,31878000,30056000,25337000,26102000,23635000,21176000,19453000,23500000,23500000,23523000,22247000,,,,,
409400,19798100,LOCKPORT TWP WATER SYSTEM,0,395,3392509,3106097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409405,19795195,BUSY BEE MHP,1,,3407016,3136558,2847000,2847000,2847000,1384400,1490805,1400600,1362900,1504800,1326000,1315871,1720810,1983990,2477724,2374361,2374361,,,,,2190000,2190000,2190000,2190000,2023000,1856000,1856000,1511100,,,,,,,,,,,,
409406,19795195,BUSY BEE MHP,2,,3402545,3134935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409408,19790500,LOCKPORT,16,355,3402185,3129089,,,,,,,10762800,37275600,35401500,35401500,34617900,34131000,34618000,38158000,37237000,34915000,30608000,37277000,35747000,37180000,40469000,40000000,,,,,,,,,,224958000,,,,,0,,0
409409,19797070,LOCKPORT HEIGHTS SANITARY DIST,1,220,3401218,3129358,11491800,14383400,11931700,12222600,9294800,7766100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409411,19797070,LOCKPORT HEIGHTS SANITARY DIST,2,265,3402343,3129793,12206100,10891100,14461600,13077000,14482400,13768100,14167900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409414,19790500,LOCKPORT,5,330,3402577,3117230,46657900,27335500,22692100,19851030,2000000,6000000,8258400,35885300,19200000,17863000,18280000,126100000,8300000,14340000,18345000,48141000,73649000,67860000,107315000,57378000,59564000,64519000,57292000,126609375,42978000,42978000,56892000,93873000,114251000,72466000,67707000,,,,,,0,,
409416,19790450,JOLIET,6,1656,3402383,3105866,0,259450000,16780000,193370000,290700000,46674000,61164000,103462000,227016000,154009000,135840000,97567000,89680000,183967000,233378000,,,,,243677967,,,298556918,298556918,366075000,300101000,337651000,337651000,223034000,335479000,238327000,156626000,291329000,330774000,243891000,,284862,351460000,
409417,19790450,JOLIET,205,95,3409852,3106261,3340000,143160000,226210000,182570000,184065000,102740000,124745000,175674000,132015000,103906000,100181000,85783000,92123000,59483000,62920000,,,,,65696927,,,80492596,80492596,104585000,,,,,,,,,,,,,,
409418,19790450,JOLIET,204,115,3410772,3107451,95410000,287210000,249240000,300330000,148320000,239550000,218400000,173741000,121645000,60110000,22980000,,51950000,54880000,61160000,,,,,63859250,,,78241054,78241054,102811000,,,,,,,,,,,,,,
409419,04394670,NAPERVILLE,21,1441,3362908,3157848,359520,5196000,1218000,508500,173971000,320160000,348090000,105223000,63091000,16935000,129855000,931000,2890000,3239000,2813000,18175000,1798000,0,0,14082000,44608000,,17325000,,49318000,,9580000,1800000,1085000,2431000,2164500,2106000,2145000,,2756000,2379000,,1977300,
409420,19794150,BOLINGBROOK,2,320,3392479,3163903,106012000,111911000,83233000,51494000,69449000,39288000,198547000,87219000,34645000,3214000,80268000,104276000,34458000,99768000,114721000,110798000,95687000,85096000,125708000,,,,,,,,,,,,,,,,,,,,
409422,19794150,BOLINGBROOK,1,320,3392419,3164082,73997000,104519000,91544000,66167000,108910000,36369000,37713000,33422000,51396000,3971000,70736000,6941000,45552000,102976000,118777000,123642000,136847000,101076000,107348000,184302000,54708000,,,,,,,,,,,,,,,,,,
409423,04394670,NAPERVILLE,30,1500,3368880,3162181,,,,,,,,170419000,609121000,576999000,617791000,316848000,4816000,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
409424,04394670,NAPERVILLE,29,260,3368997,3162229,,,,,,,,,17272000,78372000,75411000,28443000,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
409426,19794150,BOLINGBROOK,11,150,3372443,3159593,0,0,0,4301530,2443000,17000,6098000,10651000,6902000,9172000,10089000,9330000,,,,,,,,,,,,,,,,,,,,,,,,,,,
409427,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,14,163,3372865,3157047,0,0,0,0,0,0,,0,,,30043000,164269000,357256000,309638000,124521000,266421000,379398000,257500000,366257000,223346000,50995000,,,,,34000,150000,152000,138000,283000,112000,112000,,,,,,,
409428,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,5,230,3376865,3162106,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409429,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,11,206,3380553,3157687,180657000,163595000,162054000,157407000,86994000,16044000,20033000,50934000,71487000,94652000,184781000,144416000,64074000,113362000,136850000,53564000,54086000,54313000,69356000,175169000,40615000,,,,,82000,100000,100000,92000,84000,68000,68000,,,,,,,
409430,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,6,240,3384231,3156706,221139000,259458000,209296000,234304000,205446000,181006000,185836000,221925000,231376000,244943000,266376000,225345000,190000000,203266000,191274000,184050000,162611000,196068000,195594000,190444000,38268000,,,,,115000,85000,85000,87000,75000,59000,59000,,,,,,,
409431,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,1,245,3388091,3157042,0,0,0,0,0,0,,468000,966000,52000,,,1014000,24000,157000,229000,1488000,759000,,5029000,1359000,,,,,,,,,,,,,,,,,,
409433,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,8,223,3382893,3159819,200078000,0,0,0,0,0,,0,106000,53000,13881000,2132000,88000,1464000,3250000,1461000,1417000,153000,3560000,2808000,1722,,,,,,,,,,,,,,,,,,
409434,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,7,209,3390883,3159952,0,0,0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
409438,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,2,231,3393124,3156932,171845000,151737000,150606000,155038000,148890000,135484000,133098000,115267000,78287000,199132000,11757000,27702000,3865000,7004000,17390000,24141000,36544000,52308000,65091000,83621000,2629000,,,,,60000,45000,45000,54000,45000,42000,42000,,,,,,,
409439,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,3,228,3391537,3155161,29189000,28089000,66955000,53698000,19475000,20716000,40866000,76925000,82793000,9119000,1356000,1374000,101000,1465000,666000,408000,257000,557000,1888000,127000,5000,,,,,,,,,,,,,,,,,,
409440,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,4,228,3388772,3155119,6000,0,0,0,0,0,,31000,162000,34000,2000,592000,17000,10000,,39000,49000,1672000,582000,81000,6000,,,,,,,,,,,,,,,,,,
409441,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,10,250,3379099,3156291,72203000,195243000,154214000,103887000,294002000,297458000,299151000,293723000,208097000,199132000,114484000,200507000,166596000,220191000,222831000,124220000,110702000,171384000,68682000,163833000,34798000,,,,,,,,,,,,,,,,,,
409442,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,9,250,3381101,3154169,5737000,40107000,130063000,171836000,133033000,256636000,226988000,238863000,222870000,211831000,268991000,272842000,253336000,206748000,260238000,299470000,305033000,307888000,295126000,157924000,3668,,,,,,,,,,,,,,,,,,
409444,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,13,196,3375176,3151461,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409445,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,12,157,3375898,3154911,38355000,9746000,32744000,54284000,23057000,41587000,38862000,36104000,11039000,24052000,110673000,13871000,9359000,25379000,165211000,116670000,31130000,26319000,69177000,166161000,52667000,,,,,112000,120000,120000,124000,118000,42000,42000,,,,,,,
409446,19790900,ROMEOVILLE,5,250,3388425,3148041,87977000,89367000,90940000,86305000,90221000,103581000,99784000,99784000,81524000,91664000,73316000,61969000,61969000,,,,,,129512000,97273000,74392000,57080000,61569000,32941000,47211000,39817000,49898000,56850000,40994000,57952406,33343000,55732000,41256500,66968000,71976000,69165000,41009000,71190000,
409447,19795060,ILLINOIS AMERICAN - SANTA FE DIVISION,2,243,3392661,3151189,0,1847000,0,307000,526000,27425000,21258000,31632000,10651000,521000,1056000,356000,12407000,1038000,4133000,1092000,2749000,55509000,24868000,20077000,13959000,,,,,,,,,,,,,,,,,,
409448,19790900,ROMEOVILLE,1,160,3384177,3141266,49755600,137484500,251300000,0,0,0,68338000,66338000,87120000,105125500,80185500,83624000,83624000,,,,,,38630000,41974000,98515500,140372000,138601500,94924000,83327000,87826000,9749400,54121000,82260000,79593800,70000000,70000000,57447000,51228000,57170000,56540000,49888000,69632000,
409449,19790900,ROMEOVILLE,2,1520,3384089,3141267,199022400,137484500,0,285813000,163656000,169406000,68338000,66338000,87120000,105125500,80185500,,,,,,,,38630000,41974000,98515500,140372000,138601500,94924000,83000000,87000000,6499600,66410000,82260000,65122200,52280000,54138900,42570000,38659000,43399000,43516000,53196000,54706000,
409450,19790900,ROMEOVILLE,3,160,3381374,3138377,19982000,109732000,111939000,131707000,145508000,284559000,111542000,111542000,178030000,136906000,203909000,237859000,237859000,,,,,,442908000,461162000,470414000,395064000,662000,247345000,310150000,222713000,265045000,270656000,280397000,99205625,72203000,156101000,,145156000,164121000,151539000,165215000,152932000,
409741,03114150,CITGO PETROLEUM CORPORATION,1,1460,3393785,3138241,17986500,19430000,24500000,25800000,21100000,23400000,26500000,26000000,,,,,,,,,,,,,,,,,,17082000,17082000,17082000,17082000,17082000,17082000,1798701700,34164000,34164000,34164000,34164000,34164000,34164000,
409743,03114150,CITGO PETROLEUM CORPORATION,2,1460,3395310,3142379,17986500,19430000,24500000,25800000,21100000,23400000,26500000,26000000,,,,,,,,,,,,,,,,,,17082000,17082000,17082000,17082000,17082000,17082000,17082000,34164000,34164000,34164000,34164000,34164000,34164000,
409744,03114150,CITGO PETROLEUM CORPORATION,3,1501,3394941,3142289,5935000,12530000,10600000,7950000,6850000,650000,7900000,8700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409745,03114150,CITGO PETROLEUM CORPORATION,4,1456,3397086,3143967,5935000,12540000,10600000,7950000,6850000,650000,7900000,6700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409783,19713300,MIDEWIN NATIONAL TALLGRASS PRAIRIE - USDA FS,901,1645,3388820,3034965,33911000,36922400,50080600,48131100,51225900,49371600,37859400,57197100,51907700,7543200,41556000,47316000,59600850,46952661,35884365,17779048,0,,,,,,,,,,,,,,,,,,,,,,
409784,19713300,MIDEWIN NATIONAL TALLGRASS PRAIRIE - USDA FS,102,1652,3370220,3037962,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
409785,19713300,MIDEWIN NATIONAL TALLGRASS PRAIRIE - USDA FS,101,100,3362667,3040924,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409787,19713300,MIDEWIN NATIONAL TALLGRASS PRAIRIE - USDA FS,12,1709,3373811,3041505,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409788,19713300,MIDEWIN NATIONAL TALLGRASS PRAIRIE - USDA FS,11,1636,3373110,3034709,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409789,19790350,ELWOOD,8,1571,3369640,3051050,0,0,3606300,32949300,10314500,14302300,12197600,65979800,58399400,42287400,87622700,76341000,58224400,,,,,,,,,,,,,,52099000,52099000,,,42160000,42160000,24903666,16831000,37444000,39496000,25802000,48995000,
409790,19790350,ELWOOD,7,1603,3369639,3048402,,,,,,,,,,0,3952700,,54283800,,,,,,,,,,,,,,50312000,50312000,,,42160000,42160000,49867334,26184000,37784000,42112000,55874000,8950000,
409811,19713300,MIDEWIN NATIONAL TALLGRASS PRAIRIE - USDA FS,902,1672,3386859,3036209,31478000,35303200,46356600,45212300,54227300,41140200,35718700,32086100,38744600,73622100,87335000,55523000,55271067,45564897,32514404,25471279,29230674,44928000,,,,,,,,,,,,,,,,,,,,,
409812,19713300,MIDEWIN NATIONAL TALLGRASS PRAIRIE - USDA FS,1,1597,3364647,3040924,6832000,16321300,17065000,0,7131600,26919000,3467500,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409813,19713300,MIDEWIN NATIONAL TALLGRASS PRAIRIE - USDA FS,2,1612,3362667,3040924,0,0,0,0,7956700,3191800,1546500,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409814,19713300,MIDEWIN NATIONAL TALLGRASS PRAIRIE - USDA FS,3,1593,3360730,3040696,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409815,19713300,MIDEWIN NATIONAL TALLGRASS PRAIRIE - USDA FS,4,1570,3358090,3040696,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409816,19713300,MIDEWIN NATIONAL TALLGRASS PRAIRIE - USDA FS,5,935,3370220,3038622,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409817,19790350,ELWOOD,9,1653,3369932,3041234,0,0,0,0,0,0,0,0,,0,7166300,,398700,,,,,,,,,,,,,,,,,,,,,,,,,,
409818,19790350,ELWOOD,10,1655,3370006,3043580,100442000,101171200,77933800,73539600,81302300,67943800,73231100,48393800,54363400,64327100,19317000,17600600,7932800,,,,,,,,,,,,,,,,,,,,,,,,,,
409821,19790350,ELWOOD,11,1627,3369866,3046064,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409847,19713467,NAT GAS PIPELINE CO OF AMERICA,1,236,3371265,3087980,15000,0,100000,100000,100000,0,,93750,75000,75000,75000,75000,60000,60000,60000,52500,41250,,,,,,,,,,,,,,,,,,,,,,
409857,19790350,ELWOOD,5,960,3378607,3048995,,,,,,,,6059000,,6723300,6723300,6248070,6248070,6248070,,,,,,,,,,,,,,,,,,,,,,,,,
409870,19790900,ROMEOVILLE,7,300,3384339,3146599,,,,,,,,,,,10396000,51310000,51310000,,,,,,13760000,2695000,3000,0,9704000,31472000,27625000,21394000,62773000,55890000,24086000,10679296,23055000,40270000,68558800,32474000,56100000,54629000,31134000,39030000,
409871,19795080,SHOREWOOD,5,203,3352806,3104395,,,,,,,,,,40601667,102789000,76778000,41242000,41242000,,,,,137621000,150222500,176659000,182457000,130912000,66325000,100807000,194493000,173841000,159459000,79257000,61628000,54549000,67284000,70105000,74554000,56806000,65440000,49122000,65736000,70600000
409942,19714515,CRETE-MONEE HIGH SCHOOL,0,283,3506789,3065858,1095000,0,0,0,0,0,,54349300,50000000,62543900,68447400,68447400,38215600,38215600,58215600,38032640,56780500,58580000,58598300,53666700,57929200,56701900,65148600,57221400,52916800,39182000,27333000,20231000,29137000,,0,1127310,0,,,,,,
409998,19790060,AQUA ILLINOIS - VILLAGE WOODS,1,450,3512972,3051518,,,,,,,,,,10300000,5633440,8196500,9231680,4842947,4964604,6996262,5626000,,5538000,4835000,5335500,6317500,11721000,11797500,12278000,11822500,12156000,10252000,10642500,11107500,11675500,13159000,9301500,9505802,9522000,9264600,10308000,,
410025,19790200,CHANNAHON,2,,3345733,3066029,,,,,,,,,,25000,125000,125000,42169000,42169000,24860667,11630000,,,11508000,12696000,1879000,3642000,40990000,44212000,36424000,23384000,31219000,20845000,6882000,2778000,14779000,32967000,28728000,29908000,21597000,18990000,15672000,22922000,
410026,19790700,NEW LENOX,8,280,3417586,3092574,,,,,,,,,14565000,10583000,7941000,21671000,11292000,107675000,107675000,52841000,75009000,8146000,,,6530000,,,,,,,,,,,,,,,,0,0,
410048,19790900,ROMEOVILLE,8,200,3375231,3145987,,,,,,,,,,,,,,,,,,,85412000,116019000,134485500,118809000,191838725,171295320,283512400,222856000,270593750,184531000,184473000,209821700,240000000,211351600,213757000,205544000,149467000,222091000,258113000,265472000,
410176,19790450,JOLIET,13,200,3343004,3108331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410178,19795385,PHEASANT LAKE ESTATES MHP,2,400,3504726,3048091,,,,,,,,,,,,,,1075000,10825000,,,,,15105000,15105000,14965000,14965000,14965000,16863000,7105620,9462782,9462782,7988538,7988538,20207300,,8498199,15396470,9781030,10105530,9969720,10562090,
410184,19795080,SHOREWOOD,6,220,3353205,3105367,,,,,,,,,,,,20645000,78256000,78256000,,,,,40215000,21440000,51917000,47086000,40730000,116132000,146887000,11179000,133323000,127930000,88807000,57949000,56964000,56537000,48242000,69555000,71338000,50855000,42128000,59358000,48048000
410191,19790150,BRAIDWOOD,4,795,3349837,3005457,,,,,,,,,,,,,2550000,,,,18995000,34716000,17333000,23736000,29963000,27888000,20667000,20220000,42121000,30087000,22583000,24915000,23661000,21186000,35552000,22443000,26711000,9807000,47414000,47691000,49316000,55506000,
410192,19790150,BRAIDWOOD,5,805,3350206,3001056,,,,,,,,,,,,0,,,,,19953000,34716000,13851000,19945000,22592000,20144000,13486000,20413000,31412000,25295000,17748000,12915000,21495000,23325000,28283000,13066000,16107000,24519000,39977000,34306000,24309000,43490000,
410193,19790900,ROMEOVILLE,9,250,3370978,3133711,,,,,,,,,,,20146000,66791000,66791000,,,,,,182625500,208498500,152377000,166243500,95270880,124547760,87008800,56853000,120842400,136498740,136418000,114161202,105659000,100000000,,0,0,0,48988000,93492000,
410198,19795345,PARKVIEW MHP,1,,3405702,3092315,730000,730000,940000,1900000,1200000,,,,1620600,1642500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410199,19795345,PARKVIEW MHP,2,,3405458,3092139,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410205,19790800,PLAINFIELD,5,1508,3352902,3118975,,,,,,,,,,,,,,,30677000,34419000,44326000,119293000,134536000,149048000,210325000,216876000,235100000,65252000,39955000,5098000,5269000,,,252000,,252000,,,,,,,
410212,19790700,NEW LENOX,9,180,3408715,3093054,0,0,0,0,0,0,0,0,,,94054000,83394000,85424000,97090000,97090000,69498000,75807000,78352000,12062000,22696000,21976000,4593000,,,,,,,,,,,,,,,0,0,
410291,19790900,ROMEOVILLE,10,1505,3375245,3145916,,,,,,,,,,,,,,,,,,,85412000,116019000,134485500,118809000,122136275,109516680,121479600,148571000,162356250,65380000,150934000,186068300,205659000,200000000,209345100,180180000,96906700,195949000,228565000,234070000,
410292,19790020,GATEWAY MHP,1,300,3442988,3077349,,,,,,,,,,,,4961000,15268000,15268000,12883000,6441500,,6576546,,10448000,10585000,11286000,11819795,11819795,11819795,7464000,7464000,7464000,8879000,7228000,6984000,8144000,12316000,7059000,6655000,10572000,8219000,8179000,
410361,19790060,AQUA ILLINOIS - VILLAGE WOODS,2,450,3512990,3051486,,,,,,,,,,,,,4728200,4696553,5684742,6548140,5626000,,5869000,4836000,5335500,6317500,11721000,11797500,12278000,11822500,12156000,14247000,10586000,11107500,11675500,7804000,10791500,9881700,8615000,9241000,10187000,,
410362,19795125,GIANNIS MHP,2,150,3509247,3072790,,,,,,,,,,,,176400,450000,277400,423500,350000,967600,182500,128194,302950,200000,335800,363500,255500,299125,175600,103008,149537,149537,250000,,,,,,,,,
410367,19790450,JOLIET,14,200,3343004,3108331,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
410378,19790550,MANHATTAN,6,1703,3410933,3060839,,,,,,,,,,,,0,23293667,69075000,99495000,103358000,107982000,132519000,153917000,103402000,103000000,89239000,96493000,77106000,81396000,104308000,104308000,88662000,104000,,83121000,118963050,111838264,94157095,208454161,101112286,105080000,84588000,
410381,19790200,CHANNAHON,3,895,,,,,,,,,,,,25000,25000,25000,,,24860667,46509000,,,48945000,38208000,,66978000,62634000,46459000,36282000,34895000,28182000,18093000,10700000,6750000,23446000,52942000,13428000,,22055000,16992000,12923000,26709000,
410382,19790200,CHANNAHON,4,1647,3343532,3047000,,,,,,,,,,,,,,,24860667,10670000,,,30625000,42273000,,90102000,69022000,110695000,171659000,161107000,185950000,115538000,109144000,114942000,97240000,78679000,96102000,137115000,82382000,85859000,94203000,90801000,
410395,19790700,NEW LENOX,10,332,3424674,3087670,,,,,,,,,,,,,0,210240000,210240000,153946000,125247000,92864000,95974000,82321000,68992000,3803000,,,,,,0,0,216000,216000,216000,,,,,0,0,
410416,19713300,MIDEWIN NATIONAL TALLGRASS PRAIRIE - USDA FS,903,150,3397627,3029871,,,,,,,,,,,,,,,0,0,0,0,,,,,,,6307200,6307200,,,,,,,,,,,,,
410968,19790900,ROMEOVILLE,13,1540,3370735,3124911,,,,,,,,,,,,,,,,,,,,,77294500,0,199439530,180075500,249942000,287218200,204206980,184489000,170200000,249383400,205358000,174113000,153785000,214927000,204574000,197938000,141578000,90752000,
410982,19747230,JOHNS MANVILLE INTERNATIONAL I,5,1525,3371537,3083996,,,,,,,,,,,,,,,,,,,,64000000,56250000,42187500,53437500,56250000,59000000,26250000,30500000,35540400,22535293,23252006,24484856,19638727,16646502,,,,,,
410983,19790500,LOCKPORT,7,375,3415047,3116534,,,,,,,,,,,,,,,,,,,,,81484000,189316000,278952000,126609375,307344000,307344000,203503000,100080000,,,,,,,,,0,,
411026,19790100,ILLINOIS AMERICAN - HOMER TWP DIVISION,2,360,3422334,3137783,,,,,,,,,,,,,,,,,,,,,,,,,,,,116000,122000,104000,137000,172000,,,,,,,
411027,19790100,ILLINOIS AMERICAN - HOMER TWP DIVISION,4,320,3419265,3130488,,,,,,,,,,,,,,,,,,,,,,,,,,,,129000,108000,88000,103000,164000,,,,,,,
411028,19790100,ILLINOIS AMERICAN - HOMER TWP DIVISION,3,300,3426290,3120518,,,,,,,,,,,,,,,,,,,,,,,,,,,,129000,110000,123000,109000,148000,,,,,,,
411032,19790100,ILLINOIS AMERICAN - HOMER TWP DIVISION,8,408,3427586,3130413,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,125000,125000,125000,125000,,,,,,,
411053,19795480,CRYSTAL LAWNS ADDITION IMPROVEMENT ASSOC.,6,260,3362032,3109359,,,,,,,,,,,,,,,,0,,,,,,725500,5046300,4296300,4716600,4622100,4079400,4061500,3896300,4588400,4371800,4517300,4418500,8107600,3453200,3622100,7892600,5492400,4467400
411054,19713337,GREEN GARDEN GOLF COURSE,7,151,3452289,3059453,,,,,,,,,,,,,,,,,,,,,,1547640,800000,800000,800000,1000000,1000000,1000000,200000,225000,175000,175000,200000,183750,185500,190000,221000,,
411133,19713720,EXXON MOBIL OIL CORP - JOLIET REFINERY,2,1597,3359615,3054490,,,,,,,,,,,,,,,,,,,,,,,495501605,599125076,544301401,251028735,143581479,3650150,,,,,,,0,0,0,0,
411137,19713337,GREEN GARDEN GOLF COURSE,8,475,3454929,3059453,,,,,,,,,,,,,,,,,,,,,,,25000000,25000000,25000000,24000000,12000000,10000000,8000000,10000000,7000000,7000000,8000000,26250000,27500000,29500000,45000000,,
411178,19797210,AQUA ILLINOIS - OAKVIEW,4,305,3396327,3092274,,,,,,,,,,,,,,,,,,,,,,152400000,21427000,12281600,,,,,,,,,,,,,,,
411186,19760175,DES PLAINES GAME FARM,3,600,3361063,3024370,,,,,,,,,,,,,,,,,,,,,,6750,36500,36500,43800,65000,65000,52000,52000,15000,18000,28000,52000,35000,35000,37000,37000,,
411217,19770505,PRAIRIE BLUFF GOLF COURSE,1,278,3382815,3119252,,,,,,,,,,,,,,,,,,,,,,1728000,,,,,,,,,,,,,,,,,
411268,19770505,PRAIRIE BLUFF GOLF COURSE,3,1475,3382815,3117272,,,,,,,,,,,,,,,,,,,,,,20160000,15120000,15120000,15120000,,,,,,,,,,,,,,
411346,19713310,"CENTERPOINT JOLIET TERMINAL RAILROAD, LLC",3,220,,,,,,,,,,,,,,,,,,,,,,,,,39000,39000,35100,35100,35100,35100,35100,27300,3029,,,,,,,,
411347,19713310,"CENTERPOINT JOLIET TERMINAL RAILROAD, LLC",4,160,,,,,,,,,,,,,,,,,,,,,,,,,12000,7800,3900,3900,3900,3900,3900,3900,28000,,,,,,,,
411395,19790450,JOLIET,19,1580,3340648,3102951,,,,,,,,,,,,,,,,,,,,,,,,,,3694000,,,,,,,,,,,,,
411445,19790500,LOCKPORT,10,400,3404384,3126583,,,,,,,,,,,,,,,,,,,,,,,4946000,126609375,194396000,194396000,354170000,485750000,331384000,313389000,210783000,269517000,361694000,115733000,129586000,142419937,139015000,80069000,28642000
411447,06390250,DIAMOND,3,875,,,,,,,,,,,,,,,,,,,,,,,,,,,42759029,57261891,48500000,47644050,47600000,46500000,46000000,43000000,64789000,39800000,64300000,,,,
411492,19713229,ODDS ON ACRES,2,180,3524946,3054313,,,,,,,,,,,,,,,,,,,,,,,215000,2448000,2448000,,,,1920000,1850000,1600000,,,,,,,,
411507,19713330,ELWOOD ENERGY LLC,1,1581,3374296,3062390,,,,,,,,,,,,,,,,,,,,,,,,,,1049098,4315267,1214000,1013000,4779000,7730000,6660000,3575000,3008435,2772000,10879000,8630000,8293000,9777500
