lambx,lamby,Head_ftAMS
3353218.64000000000,3339020.70000000000,739.00000000000
3258932.23000000000,3338881.82000000000,852.00000000000
3334586.53000000000,3338784.83000000000,767.00000000000
3215680.92000000000,3338674.12000000000,792.00000000000
3245098.16000000000,3338540.30000000000,847.00000000000
3370337.04000000000,3338507.28000000000,731.00000000000
3344030.28000000000,3338265.71000000000,723.00000000000
3269047.11000000000,3338250.49000000000,854.00000000000
3344219.76000000000,3338228.44000000000,730.00000000000
3341900.00000000000,3337900.00000000000,733.00000000000
3353982.10000000000,3337554.26000000000,752.00000000000
3227343.13000000000,3337498.11000000000,786.00000000000
3233405.06000000000,3336669.36000000000,796.00000000000
3282878.52000000000,3336507.66000000000,850.00000000000
3286460.57000000000,3336041.04000000000,855.00000000000
3224986.99000000000,3335715.89000000000,789.00000000000
3347458.05000000000,3335431.76000000000,752.00000000000
3227010.04000000000,3335184.13000000000,792.00000000000
3335371.69000000000,3335056.60000000000,734.00000000000
3269223.16000000000,3335002.20000000000,870.00000000000
3322328.76000000000,3334939.81000000000,804.00000000000
3272561.31000000000,3334608.54000000000,846.00000000000
3236070.00000000000,3334360.00000000000,811.00000000000
3238169.49000000000,3333295.82000000000,817.00000000000
3260520.00000000000,3333250.00000000000,871.00000000000
3347164.04000000000,3332996.18000000000,754.00000000000
3347848.50000000000,3332255.94000000000,759.00000000000
3293355.01000000000,3331733.94000000000,844.00000000000
3328676.30000000000,3331716.39000000000,733.00000000000
3233236.16000000000,3331154.01000000000,801.00000000000
3321801.26000000000,3330700.34000000000,795.00000000000
3314298.75000000000,3330207.40000000000,799.00000000000
3245273.96000000000,3330135.28000000000,833.00000000000
3329450.00000000000,3329840.00000000000,736.00000000000
3369069.31000000000,3329830.42000000000,721.00000000000
3330265.52000000000,3329549.50000000000,727.00000000000
3237015.21000000000,3329545.92000000000,810.00000000000
3267116.25000000000,3328675.50000000000,879.00000000000
3250095.73000000000,3328575.95000000000,853.00000000000
3282847.68000000000,3327944.36000000000,868.00000000000
3329830.00000000000,3327900.00000000000,726.00000000000
3329326.10000000000,3327500.58000000000,713.00000000000
3260044.76000000000,3327133.08000000000,863.00000000000
3248238.24000000000,3325889.18000000000,843.00000000000
3254203.34000000000,3325638.09000000000,850.00000000000
3266556.71000000000,3325003.30000000000,877.00000000000
3367302.67000000000,3324642.05000000000,723.00000000000
3314700.00000000000,3324510.00000000000,833.00000000000
3267628.91000000000,3324252.71000000000,870.00000000000
3291068.02000000000,3324240.05000000000,860.00000000000
3341006.32000000000,3323946.72000000000,763.00000000000
3260257.56000000000,3323618.07000000000,863.00000000000
3339171.66000000000,3323612.75000000000,764.00000000000
3334015.29000000000,3322053.77000000000,755.00000000000
3274853.80000000000,3322020.40000000000,869.00000000000
3368236.37000000000,3321995.29000000000,720.00000000000
3299893.01000000000,3321941.91000000000,847.00000000000
3244702.81000000000,3321617.75000000000,819.00000000000
3300991.08000000000,3321100.18000000000,837.00000000000
3238796.02000000000,3321065.88000000000,795.00000000000
3256156.02000000000,3320972.28000000000,855.00000000000
3340058.68000000000,3320412.57000000000,745.00000000000
3341846.63000000000,3320237.77000000000,764.00000000000
3329660.00000000000,3318460.00000000000,727.00000000000
3323419.61000000000,3318329.19000000000,721.00000000000
3230523.23000000000,3318181.07000000000,837.00000000000
3355799.13000000000,3317978.65000000000,757.00000000000
3238114.34000000000,3316718.19000000000,822.00000000000
3261926.33000000000,3315795.61000000000,859.00000000000
3227929.03000000000,3315093.42000000000,845.00000000000
3246809.48000000000,3314633.54000000000,825.00000000000
3293127.07000000000,3313741.86000000000,845.00000000000
3222664.32000000000,3312943.55000000000,842.00000000000
3304297.61000000000,3312785.24000000000,814.00000000000
3242447.31000000000,3311526.67000000000,817.00000000000
3328474.04000000000,3311459.80000000000,723.00000000000
3296128.80000000000,3311055.61000000000,814.00000000000
3233297.72000000000,3310185.81000000000,825.00000000000
3217190.39000000000,3309907.37000000000,844.00000000000
3341955.28000000000,3309527.72000000000,760.00000000000
3356048.51000000000,3307673.59000000000,772.00000000000
3260621.20000000000,3307422.66000000000,857.00000000000
3230482.55000000000,3307262.83000000000,821.00000000000
3308700.02000000000,3307127.06000000000,825.00000000000
3263381.24000000000,3306337.83000000000,862.00000000000
3320075.55000000000,3306078.54000000000,780.00000000000
3217297.73000000000,3306021.09000000000,791.00000000000
3236103.58000000000,3305857.16000000000,819.00000000000
3332138.67000000000,3305432.95000000000,740.00000000000
3291806.27000000000,3304840.72000000000,831.00000000000
3268336.12000000000,3304017.73000000000,858.00000000000
3353245.13000000000,3303963.45000000000,776.00000000000
3313827.12000000000,3303725.74000000000,841.00000000000
3336667.32000000000,3303363.99000000000,769.00000000000
3306483.36000000000,3301970.63000000000,810.00000000000
3363440.41000000000,3301829.12000000000,729.00000000000
3266675.00000000000,3301673.10000000000,859.00000000000
3322236.55000000000,3300607.90000000000,740.00000000000
3242555.80000000000,3300541.09000000000,836.00000000000
3235455.41000000000,3299608.19000000000,823.00000000000
3296817.21000000000,3299256.77000000000,782.00000000000
3322671.35000000000,3299201.69000000000,738.00000000000
3290434.73000000000,3297398.37000000000,800.00000000000
3251898.13000000000,3296838.69000000000,857.00000000000
3361635.51000000000,3295704.63000000000,741.00000000000
3218224.90000000000,3294741.71000000000,795.00000000000
3228995.72000000000,3294269.93000000000,844.00000000000
3258470.72000000000,3294257.47000000000,862.00000000000
3248667.76000000000,3293590.10000000000,850.00000000000
3283829.36000000000,3293455.76000000000,825.00000000000
3272693.52000000000,3292048.45000000000,849.00000000000
3237405.41000000000,3290836.50000000000,848.00000000000
3256442.34000000000,3289637.75000000000,866.00000000000
3254790.78000000000,3289036.24000000000,876.00000000000
3234823.84000000000,3288753.85000000000,852.00000000000
3215514.03000000000,3288460.77000000000,792.00000000000
3246940.27000000000,3288444.35000000000,847.00000000000
3220156.10000000000,3288324.09000000000,816.00000000000
3258735.45000000000,3287861.61000000000,878.00000000000
3275515.50000000000,3286606.78000000000,896.00000000000
3295905.50000000000,3286063.50000000000,817.00000000000
3224207.76000000000,3285616.96000000000,851.00000000000
3249687.46000000000,3285042.38000000000,854.00000000000
3353661.05000000000,3285015.64000000000,758.00000000000
3268269.13000000000,3283906.21000000000,895.00000000000
3312191.83000000000,3283506.63000000000,729.00000000000
3272496.59000000000,3282736.89000000000,895.00000000000
3243040.21000000000,3282442.50000000000,853.00000000000
3254852.08000000000,3282340.74000000000,885.00000000000
3220872.52000000000,3282033.70000000000,846.00000000000
3343467.81000000000,3281931.21000000000,749.00000000000
3309440.85000000000,3281769.66000000000,771.00000000000
3248297.14000000000,3281562.31000000000,855.00000000000
3238463.67000000000,3281265.34000000000,849.00000000000
3250803.99000000000,3280063.46000000000,873.00000000000
3342230.58000000000,3279852.44000000000,732.00000000000
3227781.26000000000,3279726.85000000000,852.00000000000
3241932.86000000000,3279513.64000000000,854.00000000000
3214302.66000000000,3278818.11000000000,801.00000000000
3256228.52000000000,3277978.14000000000,896.00000000000
3315575.57000000000,3277855.34000000000,771.00000000000
3256541.36000000000,3277556.78000000000,891.00000000000
3231251.28000000000,3277251.45000000000,852.00000000000
3296853.46000000000,3277222.92000000000,840.00000000000
3290982.61000000000,3276920.46000000000,852.00000000000
3235176.51000000000,3276766.07000000000,853.00000000000
3343938.73000000000,3275923.86000000000,757.00000000000
3298593.64000000000,3275861.23000000000,801.00000000000
3261593.51000000000,3275726.43000000000,855.00000000000
3240858.34000000000,3275416.58000000000,854.00000000000
3253291.05000000000,3275000.76000000000,885.00000000000
3289666.90000000000,3274908.82000000000,860.00000000000
3346848.86000000000,3274317.00000000000,762.00000000000
3227540.87000000000,3273838.05000000000,842.00000000000
3257552.30000000000,3273778.43000000000,855.00000000000
3309815.83000000000,3273695.47000000000,788.00000000000
3291955.62000000000,3273368.04000000000,848.00000000000
3346191.92000000000,3273113.68000000000,755.00000000000
3272231.13000000000,3272749.80000000000,864.00000000000
3349858.16000000000,3272425.18000000000,763.00000000000
3344936.44000000000,3272319.36000000000,752.00000000000
3222381.06000000000,3272266.60000000000,801.00000000000
3244942.72000000000,3271773.29000000000,858.00000000000
3257352.73000000000,3271127.02000000000,854.00000000000
3272597.28000000000,3270725.13000000000,857.00000000000
3306647.53000000000,3270378.52000000000,790.00000000000
3348079.72000000000,3270338.48000000000,768.00000000000
3288165.54000000000,3270013.47000000000,860.00000000000
3250454.28000000000,3269241.21000000000,861.00000000000
3266123.72000000000,3269184.40000000000,884.00000000000
3353683.45000000000,3268973.96000000000,766.00000000000
3300712.62000000000,3268766.44000000000,794.00000000000
3283309.56000000000,3268392.86000000000,826.00000000000
3313865.13000000000,3268128.71000000000,778.00000000000
3342564.45000000000,3267343.08000000000,725.00000000000
3240044.69000000000,3267290.18000000000,850.00000000000
3214171.67000000000,3266829.90000000000,813.00000000000
3261590.12000000000,3266631.65000000000,855.00000000000
3224102.98000000000,3266540.96000000000,827.00000000000
3267486.99000000000,3266030.94000000000,871.00000000000
3251264.29000000000,3265195.74000000000,854.00000000000
3292697.86000000000,3265120.40000000000,810.00000000000
3270029.72000000000,3264969.98000000000,857.00000000000
3237861.29000000000,3264946.34000000000,835.00000000000
3293324.88000000000,3264754.06000000000,810.00000000000
3364185.51000000000,3264467.19000000000,756.00000000000
3313433.02000000000,3264439.54000000000,766.00000000000
3344954.80000000000,3264255.31000000000,756.00000000000
3309889.09000000000,3264013.57000000000,771.00000000000
3227028.59000000000,3263958.48000000000,817.00000000000
3225361.92000000000,3263856.06000000000,823.00000000000
3230989.32000000000,3263367.53000000000,827.00000000000
3356020.34000000000,3263120.96000000000,752.00000000000
3348428.92000000000,3262692.89000000000,762.00000000000
3251493.16000000000,3262138.75000000000,856.00000000000
3215169.51000000000,3261990.19000000000,817.00000000000
3350209.52000000000,3261052.35000000000,760.00000000000
3244924.45000000000,3260559.15000000000,844.00000000000
3325845.22000000000,3260423.62000000000,686.00000000000
3306823.63000000000,3260164.53000000000,760.00000000000
3305259.67000000000,3259854.74000000000,778.00000000000
3268565.73000000000,3259212.71000000000,840.00000000000
3226593.55000000000,3259167.77000000000,819.00000000000
3328448.30000000000,3259140.84000000000,679.00000000000
3303385.86000000000,3258757.34000000000,779.00000000000
3288162.67000000000,3258472.72000000000,852.00000000000
3246386.55000000000,3258396.33000000000,843.00000000000
3241581.35000000000,3258276.10000000000,840.00000000000
3349519.33000000000,3258171.83000000000,755.00000000000
3353304.16000000000,3257685.13000000000,775.00000000000
3334675.23000000000,3257450.09000000000,721.00000000000
3333619.64000000000,3257406.73000000000,725.00000000000
3236019.31000000000,3257166.07000000000,828.00000000000
3239647.25000000000,3256682.19000000000,827.00000000000
3329101.30000000000,3255872.44000000000,684.00000000000
3243813.32000000000,3255471.11000000000,851.00000000000
3250164.23000000000,3255440.50000000000,854.00000000000
3321151.80000000000,3255299.25000000000,675.00000000000
3324792.66000000000,3255031.31000000000,684.00000000000
3304228.80000000000,3254971.71000000000,769.00000000000
3321851.07000000000,3253809.57000000000,681.00000000000
3307588.50000000000,3253779.58000000000,767.00000000000
3262179.53000000000,3253486.17000000000,854.00000000000
3239835.75000000000,3253178.43000000000,831.00000000000
3240890.84000000000,3253021.80000000000,831.00000000000
3318822.48000000000,3252801.18000000000,729.00000000000
3233172.74000000000,3252649.89000000000,828.00000000000
3365415.42000000000,3252567.02000000000,743.00000000000
3287453.25000000000,3252440.18000000000,796.00000000000
3316405.20000000000,3252261.91000000000,734.00000000000
3305931.20000000000,3251795.60000000000,767.00000000000
3228544.11000000000,3251768.18000000000,814.00000000000
3223744.90000000000,3251738.60000000000,810.00000000000
3334948.51000000000,3251498.41000000000,718.00000000000
3304628.75000000000,3251104.44000000000,761.00000000000
3335443.53000000000,3250753.93000000000,712.00000000000
3247022.35000000000,3250625.78000000000,854.00000000000
3353524.14000000000,3250288.43000000000,758.00000000000
3297142.18000000000,3249945.99000000000,765.00000000000
3300360.98000000000,3249005.22000000000,757.00000000000
3335901.62000000000,3248550.06000000000,718.00000000000
3339232.32000000000,3247285.65000000000,726.00000000000
3235959.86000000000,3247265.72000000000,832.00000000000
3308082.69000000000,3247188.17000000000,739.00000000000
3344315.17000000000,3247076.78000000000,744.00000000000
3239834.20000000000,3246943.91000000000,833.00000000000
3356695.24000000000,3246628.86000000000,730.00000000000
3222840.61000000000,3246613.64000000000,827.00000000000
3358532.78000000000,3246590.23000000000,727.00000000000
3348371.35000000000,3246480.62000000000,757.00000000000
3295490.25000000000,3245618.49000000000,764.00000000000
3319940.06000000000,3245590.24000000000,684.00000000000
3251445.26000000000,3245357.82000000000,853.00000000000
3341294.38000000000,3245114.94000000000,739.00000000000
3311270.86000000000,3244876.69000000000,715.00000000000
3354670.89000000000,3244589.10000000000,733.00000000000
3336304.28000000000,3244458.36000000000,697.00000000000
3327197.52000000000,3244244.92000000000,673.00000000000
3346319.01000000000,3244071.00000000000,738.00000000000
3334545.70000000000,3243864.65000000000,706.00000000000
3243566.80000000000,3243435.13000000000,841.00000000000
3270722.39000000000,3243337.74000000000,826.00000000000
3285625.89000000000,3243255.74000000000,790.00000000000
3351391.54000000000,3243119.49000000000,737.00000000000
3238464.35000000000,3242931.58000000000,834.00000000000
3302711.55000000000,3242683.30000000000,769.00000000000
3235920.22000000000,3242638.53000000000,828.00000000000
3345215.63000000000,3242563.97000000000,727.00000000000
3360317.42000000000,3241836.80000000000,730.00000000000
3283763.18000000000,3241481.44000000000,839.00000000000
3279550.25000000000,3241415.10000000000,861.00000000000
3311465.89000000000,3241239.30000000000,719.00000000000
3338496.42000000000,3240511.01000000000,675.00000000000
3224630.85000000000,3240130.66000000000,833.00000000000
3255894.86000000000,3239528.52000000000,849.00000000000
3291095.53000000000,3239215.50000000000,777.00000000000
3347351.89000000000,3238848.88000000000,716.00000000000
3354861.57000000000,3238691.04000000000,712.00000000000
3339588.72000000000,3238337.78000000000,699.00000000000
3352145.57000000000,3238332.70000000000,699.00000000000
3357920.33000000000,3238024.03000000000,725.00000000000
3294512.60000000000,3237880.79000000000,767.00000000000
3317459.27000000000,3237734.08000000000,690.00000000000
3260727.19000000000,3237430.94000000000,851.00000000000
3270003.56000000000,3236986.58000000000,843.00000000000
3351582.71000000000,3236942.02000000000,709.00000000000
3306065.63000000000,3236838.65000000000,753.00000000000
3229856.84000000000,3236775.08000000000,844.00000000000
3364092.42000000000,3236702.83000000000,728.00000000000
3361361.46000000000,3235693.67000000000,718.00000000000
3307374.07000000000,3235588.47000000000,716.00000000000
3345660.89000000000,3235167.09000000000,683.00000000000
3287855.63000000000,3234467.15000000000,778.00000000000
3269857.52000000000,3233247.30000000000,845.00000000000
3360237.43000000000,3233224.02000000000,718.00000000000
3353318.74000000000,3232503.24000000000,716.00000000000
3225820.70000000000,3232419.52000000000,851.00000000000
3228196.24000000000,3232016.86000000000,848.00000000000
3365674.51000000000,3231830.78000000000,716.00000000000
3252314.26000000000,3231406.62000000000,844.00000000000
3366895.40000000000,3231406.21000000000,715.00000000000
3288757.84000000000,3231033.96000000000,784.00000000000
3335358.06000000000,3230967.52000000000,673.00000000000
3243417.89000000000,3230536.91000000000,819.00000000000
3286617.49000000000,3230457.39000000000,773.00000000000
3357718.78000000000,3230440.20000000000,705.00000000000
3348066.58000000000,3230084.19000000000,660.00000000000
3268542.13000000000,3229335.62000000000,847.00000000000
3361685.21000000000,3229151.79000000000,713.00000000000
3354935.90000000000,3229017.33000000000,711.00000000000
3365416.28000000000,3228952.83000000000,706.00000000000
3238082.39000000000,3228906.27000000000,847.00000000000
3278307.16000000000,3228881.55000000000,765.00000000000
3296934.02000000000,3228561.98000000000,759.00000000000
3366865.87000000000,3228473.59000000000,710.00000000000
3357018.58000000000,3227682.96000000000,695.00000000000
3302375.92000000000,3227641.14000000000,738.00000000000
3272451.83000000000,3227099.70000000000,801.00000000000
3343328.82000000000,3227063.79000000000,658.00000000000
3355724.47000000000,3225479.66000000000,707.00000000000
3332671.91000000000,3225106.80000000000,690.00000000000
3290328.83000000000,3224477.10000000000,764.00000000000
3295752.34000000000,3224461.77000000000,759.00000000000
3266257.48000000000,3223744.36000000000,810.00000000000
3289579.70000000000,3223383.29000000000,762.00000000000
3359643.79000000000,3223377.39000000000,703.00000000000
3332372.92000000000,3222947.25000000000,662.00000000000
3257651.06000000000,3222927.12000000000,834.00000000000
3330513.26000000000,3222893.21000000000,658.00000000000
3330019.92000000000,3222875.71000000000,665.00000000000
3307140.72000000000,3222344.02000000000,708.00000000000
3227382.99000000000,3222034.11000000000,824.00000000000
3258293.07000000000,3221438.84000000000,830.00000000000
3354985.40000000000,3219935.03000000000,705.00000000000
3272374.58000000000,3219616.47000000000,810.00000000000
3335700.83000000000,3219338.19000000000,687.00000000000
3281827.21000000000,3216703.72000000000,750.00000000000
3320249.02000000000,3216599.69000000000,695.00000000000
3354966.16000000000,3216186.22000000000,693.00000000000
3358013.16000000000,3216146.83000000000,700.00000000000
3361985.21000000000,3215925.43000000000,704.00000000000
3242716.29000000000,3215895.63000000000,800.00000000000
3303639.97000000000,3215710.91000000000,702.00000000000
3303284.59000000000,3215492.45000000000,702.00000000000
3362415.14000000000,3214360.49000000000,704.00000000000
3359429.35000000000,3214091.79000000000,698.00000000000
3365266.17000000000,3213832.86000000000,730.00000000000
3351476.12000000000,3213813.80000000000,697.00000000000
3365350.77000000000,3213249.88000000000,730.00000000000
3272914.88000000000,3212949.41000000000,763.00000000000
3285283.99000000000,3212628.63000000000,740.00000000000
3285094.40000000000,3212601.03000000000,740.00000000000
3359742.89000000000,3210268.05000000000,708.00000000000
3366598.60000000000,3210162.20000000000,702.00000000000
3362340.95000000000,3209994.03000000000,700.00000000000
3356243.10000000000,3209480.60000000000,699.00000000000
3354279.15000000000,3209249.09000000000,694.00000000000
3366829.34000000000,3209243.94000000000,706.00000000000
3290849.49000000000,3208615.13000000000,732.00000000000
3263668.73000000000,3208447.34000000000,782.00000000000
3274984.45000000000,3208360.50000000000,747.00000000000
3365971.38000000000,3208178.86000000000,702.00000000000
3355723.70000000000,3208054.28000000000,694.00000000000
3359760.04000000000,3207604.83000000000,704.00000000000
3280620.11000000000,3206936.30000000000,737.00000000000
3307245.33000000000,3206767.48000000000,694.00000000000
3325383.64000000000,3206760.70000000000,695.00000000000
3245063.91000000000,3205392.51000000000,780.00000000000
3353393.33000000000,3205357.33000000000,683.00000000000
3365173.10000000000,3205278.59000000000,700.00000000000
3355313.84000000000,3205047.46000000000,689.00000000000
3357965.22000000000,3204686.66000000000,690.00000000000
3264941.67000000000,3204371.66000000000,752.00000000000
3262224.49000000000,3204179.33000000000,763.00000000000
3306634.00000000000,3203773.57000000000,695.00000000000
3353775.81000000000,3203668.23000000000,695.00000000000
3265383.49000000000,3203665.22000000000,754.00000000000
3294531.77000000000,3203147.08000000000,707.00000000000
3321672.60000000000,3202916.50000000000,682.00000000000
3329545.63000000000,3202762.83000000000,683.00000000000
3356194.23000000000,3202719.69000000000,688.00000000000
3312530.78000000000,3202544.95000000000,700.00000000000
3313337.58000000000,3202489.87000000000,706.00000000000
3366062.41000000000,3202229.19000000000,688.00000000000
3311046.55000000000,3200791.74000000000,695.00000000000
3276773.40000000000,3200550.20000000000,711.00000000000
3285437.55000000000,3200532.84000000000,708.00000000000
3352581.50000000000,3200447.06000000000,678.00000000000
3363865.57000000000,3200269.88000000000,681.00000000000
3317070.87000000000,3199852.47000000000,674.00000000000
3229891.83000000000,3199586.05000000000,758.00000000000
3355323.59000000000,3199096.66000000000,675.00000000000
3339419.30000000000,3199050.46000000000,675.00000000000
3359551.41000000000,3199020.05000000000,681.00000000000
3306669.92000000000,3198483.63000000000,692.00000000000
3299499.01000000000,3198406.39000000000,688.00000000000
3358698.85000000000,3196790.57000000000,677.00000000000
3359189.15000000000,3196492.90000000000,667.00000000000
3329853.11000000000,3195600.57000000000,681.00000000000
3332585.32000000000,3195528.40000000000,677.00000000000
3310179.08000000000,3195523.12000000000,688.00000000000
3252342.70000000000,3195237.39000000000,750.00000000000
3249357.38000000000,3194876.84000000000,760.00000000000
3343582.14000000000,3193690.69000000000,675.00000000000
3364508.44000000000,3193504.80000000000,680.00000000000
3244229.48000000000,3192644.90000000000,745.00000000000
3292883.21000000000,3192499.67000000000,702.00000000000
3296274.96000000000,3192460.34000000000,688.00000000000
3259170.06000000000,3192427.25000000000,722.00000000000
3324960.81000000000,3191889.01000000000,675.00000000000
3226517.97000000000,3191608.75000000000,747.00000000000
3347646.98000000000,3190594.47000000000,677.00000000000
3313993.73000000000,3190386.33000000000,681.00000000000
3289360.11000000000,3190313.71000000000,699.00000000000
3331156.78000000000,3189899.55000000000,674.00000000000
3214778.54000000000,3189029.27000000000,758.00000000000
3252326.22000000000,3188354.25000000000,722.00000000000
3288685.40000000000,3188335.60000000000,690.00000000000
3346092.33000000000,3188174.19000000000,678.00000000000
3286114.73000000000,3187543.71000000000,688.00000000000
3360750.33000000000,3187016.21000000000,677.00000000000
3307625.72000000000,3186485.41000000000,672.00000000000
3303118.14000000000,3186201.04000000000,669.00000000000
3287082.43000000000,3185536.27000000000,687.00000000000
3284780.59000000000,3185489.15000000000,691.00000000000
3287105.71000000000,3185465.29000000000,689.00000000000
3243698.60000000000,3185092.79000000000,734.00000000000
3261971.72000000000,3184786.56000000000,707.00000000000
3341425.08000000000,3184749.24000000000,678.00000000000
3302728.57000000000,3184084.56000000000,664.00000000000
3365047.71000000000,3183665.02000000000,663.00000000000
3330550.75000000000,3182837.79000000000,650.00000000000
3227709.51000000000,3182824.81000000000,729.00000000000
3335144.84000000000,3181980.67000000000,651.00000000000
3332289.23000000000,3181424.30000000000,646.00000000000
3230085.12000000000,3181025.15000000000,735.00000000000
3262489.03000000000,3179814.09000000000,687.00000000000
3363075.95000000000,3179662.89000000000,684.00000000000
3337401.63000000000,3179082.63000000000,651.00000000000
3249693.72000000000,3179071.79000000000,692.00000000000
3269245.85000000000,3178490.00000000000,684.00000000000
3301363.03000000000,3178244.41000000000,659.00000000000
3301533.56000000000,3175626.88000000000,660.00000000000
3301556.76000000000,3175507.43000000000,660.00000000000
3331417.77000000000,3175313.35000000000,652.00000000000
3307662.24000000000,3174895.10000000000,655.00000000000
3313348.59000000000,3174892.35000000000,641.00000000000
3307221.83000000000,3174637.57000000000,647.00000000000
3312640.96000000000,3173696.94000000000,642.00000000000
3261008.71000000000,3173630.45000000000,684.00000000000
3268186.06000000000,3173515.07000000000,672.00000000000
3301898.01000000000,3173324.87000000000,649.00000000000
3217791.03000000000,3173204.12000000000,733.00000000000
3308574.01000000000,3171672.01000000000,646.00000000000
3353450.86000000000,3171573.39000000000,685.00000000000
3329417.15000000000,3171502.28000000000,657.00000000000
3230773.28000000000,3171489.86000000000,713.00000000000
3329578.13000000000,3171250.45000000000,653.00000000000
3328324.06000000000,3170526.23000000000,656.00000000000
3318113.85000000000,3170305.51000000000,602.00000000000
3274390.83000000000,3169969.59000000000,678.00000000000
3264356.52000000000,3169715.99000000000,685.00000000000
3325136.07000000000,3169504.43000000000,650.00000000000
3338915.77000000000,3169083.79000000000,663.00000000000
3312954.04000000000,3168933.41000000000,616.00000000000
3271332.53000000000,3168575.25000000000,658.00000000000
3354948.47000000000,3168536.22000000000,676.00000000000
3221588.06000000000,3167905.74000000000,735.00000000000
3304207.22000000000,3166356.95000000000,650.00000000000
3345281.78000000000,3165340.55000000000,672.00000000000
3304551.18000000000,3165134.87000000000,652.00000000000
3330963.24000000000,3164578.81000000000,669.00000000000
3285225.01000000000,3164279.06000000000,648.00000000000
3356537.06000000000,3163363.44000000000,652.00000000000
3252330.78000000000,3163015.10000000000,675.00000000000
3311760.83000000000,3162696.00000000000,625.00000000000
3272846.24000000000,3162678.11000000000,643.00000000000
3338702.59000000000,3162629.89000000000,665.00000000000
3240899.46000000000,3162536.73000000000,693.00000000000
3265396.95000000000,3162252.28000000000,661.00000000000
3249030.07000000000,3162127.42000000000,668.00000000000
3253416.15000000000,3161925.05000000000,651.00000000000
3364385.92000000000,3161500.60000000000,643.00000000000
3310646.42000000000,3160519.60000000000,616.00000000000
3231395.66000000000,3160165.28000000000,705.00000000000
3301828.68000000000,3159978.23000000000,639.00000000000
3219933.32000000000,3159948.10000000000,712.00000000000
3293523.56000000000,3159809.52000000000,649.00000000000
3223154.24000000000,3159715.77000000000,713.00000000000
3335537.49000000000,3159651.14000000000,658.00000000000
3312672.05000000000,3159425.49000000000,597.00000000000
3351024.52000000000,3159360.45000000000,648.00000000000
3311104.88000000000,3159088.63000000000,611.00000000000
3357501.69000000000,3158323.29000000000,651.00000000000
3263465.21000000000,3157647.10000000000,618.00000000000
3311185.77000000000,3157199.41000000000,619.00000000000
3343527.81000000000,3156590.32000000000,660.00000000000
3231330.03000000000,3156141.24000000000,694.00000000000
3251677.65000000000,3154986.90000000000,632.00000000000
3346888.48000000000,3154485.79000000000,658.00000000000
3241077.99000000000,3154173.75000000000,678.00000000000
3354514.18000000000,3153908.31000000000,633.00000000000
3323479.21000000000,3153817.58000000000,650.00000000000
3288867.13000000000,3153463.77000000000,636.00000000000
3281314.90000000000,3153059.20000000000,624.00000000000
3317253.13000000000,3152775.42000000000,633.00000000000
3266779.92000000000,3152246.59000000000,612.00000000000
3233295.64000000000,3152136.33000000000,688.00000000000
3255597.07000000000,3151732.94000000000,623.00000000000
3294750.52000000000,3151277.69000000000,633.00000000000
3222891.16000000000,3150286.85000000000,686.00000000000
3342001.58000000000,3148979.16000000000,659.00000000000
3339498.66000000000,3146633.58000000000,656.00000000000
3217623.52000000000,3146316.67000000000,682.00000000000
3232450.73000000000,3145974.04000000000,653.00000000000
3343275.82000000000,3145756.98000000000,658.00000000000
3290493.10000000000,3145677.37000000000,607.00000000000
3323974.32000000000,3144871.84000000000,658.00000000000
3353715.24000000000,3144362.25000000000,623.00000000000
3230288.11000000000,3144232.00000000000,670.00000000000
3240509.28000000000,3144021.13000000000,641.00000000000
3313954.78000000000,3143881.37000000000,627.00000000000
3345027.82000000000,3143611.81000000000,649.00000000000
3249702.11000000000,3142147.60000000000,612.00000000000
3325549.06000000000,3140690.68000000000,647.00000000000
3289079.17000000000,3139686.28000000000,581.00000000000
3217620.20000000000,3138702.84000000000,679.00000000000
3293734.97000000000,3138629.81000000000,587.00000000000
3337711.50000000000,3137662.48000000000,656.00000000000
3295052.83000000000,3137239.03000000000,583.00000000000
3295021.67000000000,3137069.09000000000,574.00000000000
3355206.99000000000,3136728.55000000000,607.00000000000
3226392.63000000000,3136206.85000000000,660.00000000000
3368003.97000000000,3135292.79000000000,625.00000000000
3331441.00000000000,3134438.00000000000,642.00000000000
3355684.09000000000,3134433.79000000000,589.00000000000
3269938.18000000000,3134030.70000000000,577.00000000000
3310607.83000000000,3132134.71000000000,630.00000000000
3234022.59000000000,3131686.10000000000,617.00000000000
3230969.24000000000,3131210.85000000000,619.00000000000
3330554.94000000000,3131039.04000000000,645.00000000000
3218775.33000000000,3130999.16000000000,669.00000000000
3226332.04000000000,3130802.64000000000,635.00000000000
3341596.47000000000,3129210.74000000000,633.00000000000
3316009.38000000000,3129174.76000000000,645.00000000000
3258291.69000000000,3129142.97000000000,583.00000000000
3253193.68000000000,3127676.65000000000,611.00000000000
3277933.78000000000,3125102.67000000000,537.00000000000
3305674.70000000000,3124812.04000000000,611.00000000000
3322904.26000000000,3123455.01000000000,630.00000000000
3259337.52000000000,3123329.22000000000,573.00000000000
3239370.78000000000,3121817.45000000000,634.00000000000
3256685.73000000000,3121402.15000000000,566.00000000000
3332131.13000000000,3121163.36000000000,620.00000000000
3265036.42000000000,3120168.61000000000,590.00000000000
3252599.65000000000,3119689.79000000000,552.00000000000
3251759.70000000000,3118637.80000000000,569.00000000000
3251367.31000000000,3118161.32000000000,584.00000000000
3341842.71000000000,3118141.74000000000,590.00000000000
