STR_ORD_MI,STR_ORD_MA,SUM_LENGTH,rvr_stg,lamx,lamy
3,3,661.51383168500,949.33001709000,2769000.00009000000,3945999.99998000000
3,4,5321.07378644000,947.21002197300,2771500.00002000000,3945999.99998000000
4,4,2860.40251607000,937.89001464800,2773999.99994000000,3945999.99998000000
4,4,3356.82737273000,929.20001220700,2779000.00011000000,3945999.99998000000
4,4,3949.12869642000,922.44000244100,2781500.00003000000,3945999.99998000000
4,4,3091.60885744000,919.32000732400,2783999.99995000000,3945999.99998000000
4,4,3990.72198791000,918.86999511700,2786500.00003000000,3945999.99998000000
4,4,1710.89992397000,918.66998291000,2789000.00012000000,3945999.99998000000
4,4,811.97683920900,918.66998291000,2791500.00004000000,3945999.99998000000
5,5,2637.18159689000,878.75000000000,2826499.99992000000,3945999.99998000000
5,5,542.25664951900,878.75000000000,2829000.00001000000,3945999.99998000000
6,6,2542.61391085000,880.86999511700,2878999.99991000000,3945999.99998000000
3,3,1556.86225999000,803.34002685500,3023999.99994000000,3945999.99998000000
3,3,2547.98152299000,818.73999023400,3026500.00002000000,3945999.99998000000
4,4,3908.97232200000,781.00000000000,3068999.99999000000,3945999.99998000000
4,4,3421.09176988000,778.98999023400,3071500.00008000000,3945999.99998000000
5,5,2652.67257187000,758.78997802700,3101500.00012000000,3945999.99998000000
4,4,1235.77930709000,763.97998046900,3131499.99999000000,3945999.99998000000
4,4,4009.20013620000,764.82000732400,3134000.00008000000,3945999.99998000000
2,3,3651.10476871000,876.59002685500,3211499.99993000000,3945999.99998000000
2,3,3329.50177063000,876.59002685500,3214000.00002000000,3945999.99998000000
4,4,2694.14179498000,738.90997314500,3286500.00003000000,3945999.99998000000
2,4,2386.53040155000,892.92999267600,3386500.00000000000,3945999.99998000000
2,4,1794.72087580000,892.92999267600,3388999.99992000000,3945999.99998000000
4,4,937.06524718700,817.47998046900,3414000.00012000000,3945999.99998000000
4,4,3303.76908684000,815.89001464800,3416500.00004000000,3945999.99998000000
3,3,3682.67453172000,694.30999755900,3446500.00008000000,3945999.99998000000
4,4,4706.33068266000,706.17999267600,3898999.99993000000,3945999.99998000000
2,3,3913.31292206000,772.14001464800,2483999.99989000000,3943499.99989000000
2,3,2121.66110738000,764.54998779300,2486499.99997000000,3943499.99989000000
3,3,4358.67554387000,706.51000976600,2499000.00007000000,3943499.99989000000
8,8,5618.71226370000,629.17999267600,2526500.00002000000,3943499.99989000000
8,8,804.94378423500,630.03997802700,2529000.00011000000,3943499.99989000000
4,4,3080.35125942000,631.35998535200,2531500.00003000000,3943499.99989000000
5,5,3310.50600217000,642.71002197300,2548999.99997000000,3943499.99989000000
5,5,2680.98342777000,643.92999267600,2551500.00006000000,3943499.99989000000
5,5,1003.56870612000,644.16998291000,2553999.99998000000,3943499.99989000000
3,3,3107.80079084000,661.47998046900,2556499.99990000000,3943499.99989000000
3,3,1095.56625628000,669.28997802700,2571500.00008000000,3943499.99989000000
3,3,3817.44268076000,672.03002929700,2574000.00000000000,3943499.99989000000
4,4,2933.65695608000,779.10998535200,2651500.00002000000,3943499.99989000000
4,4,761.20920067000,787.82000732400,2654000.00011000000,3943499.99989000000
2,3,4427.70132667000,1098.35998535000,2743999.99990000000,3943499.99989000000
2,3,4445.95658202000,950.15002441400,2769000.00009000000,3943499.99989000000
4,4,1003.96896333000,937.01000976600,2773999.99994000000,3943499.99989000000
4,4,3017.54771223000,931.51000976600,2776500.00002000000,3943499.99989000000
2,4,3203.31128101000,930.07000732400,2779000.00011000000,3943499.99989000000
2,3,3687.55604577000,878.89001464800,2824000.00000000000,3943499.99989000000
2,5,7824.48628344000,878.75000000000,2826499.99992000000,3943499.99989000000
5,5,3005.38360081000,878.75000000000,2829000.00001000000,3943499.99989000000
5,5,2397.86757504000,874.00000000000,2831500.00009000000,3943499.99989000000
2,3,3818.16085907000,881.96997070300,2864000.00005000000,3943499.99989000000
6,6,3021.04683307000,880.86999511700,2878999.99991000000,3943499.99989000000
3,3,2626.43047958000,798.65002441400,3023999.99994000000,3943499.99989000000
4,4,2.16658724113,786.61999511700,3068999.99999000000,3943499.99989000000
4,4,5461.73031898000,782.94000244100,3071500.00008000000,3943499.99989000000
5,5,2698.22959129000,758.78997802700,3101500.00012000000,3943499.99989000000
2,4,6087.64237990000,767.91998291000,3131499.99999000000,3943499.99989000000
4,4,1219.31201168000,767.91998291000,3134000.00008000000,3943499.99989000000
3,3,2959.12854837000,876.59002685500,3211499.99993000000,3943499.99989000000
4,4,1666.12775380000,738.94000244100,3283999.99995000000,3943499.99989000000
4,4,1116.40035760000,738.94000244100,3286500.00003000000,3943499.99989000000
4,4,2311.12138305000,892.92999267600,3386500.00000000000,3943499.99989000000
2,4,3649.20048117000,892.92999267600,3388999.99992000000,3943499.99989000000
4,4,1271.73763092000,814.61999511700,3414000.00012000000,3943499.99989000000
4,4,2118.25719270000,807.34997558600,3416500.00004000000,3943499.99989000000
3,3,2470.10899641000,692.27001953100,3443999.99999000000,3943499.99989000000
3,3,1963.45797447000,694.04998779300,3446500.00008000000,3943499.99989000000
3,3,2932.93982059000,579.42999267600,3808999.99998000000,3943499.99989000000
2,3,4412.00791001000,579.82000732400,3811500.00006000000,3943499.99989000000
4,4,4065.45049267000,713.84002685500,3898999.99993000000,3943499.99989000000
2,3,4245.82199693000,750.96997070300,2486499.99997000000,3940999.99997000000
2,3,2475.28760269000,705.09002685500,2493999.99990000000,3940999.99997000000
3,3,2632.91672979000,698.11999511700,2496499.99998000000,3940999.99997000000
3,3,816.45563495200,691.71997070300,2499000.00007000000,3940999.99997000000
3,4,5187.06101846000,687.65997314500,2501499.99999000000,3940999.99997000000
2,4,1674.58022356000,684.95001220700,2503999.99991000000,3940999.99997000000
8,8,2616.52303049000,629.17999267600,2526500.00002000000,3940999.99997000000
4,4,2032.84724184000,631.35998535200,2531500.00003000000,3940999.99997000000
4,4,2306.35075577000,631.35998535200,2533999.99995000000,3940999.99997000000
5,5,2861.50684686000,641.03997802700,2548999.99997000000,3940999.99997000000
3,3,2069.93239468000,672.03002929700,2556499.99990000000,3940999.99997000000
3,3,1205.13042253000,681.73999023400,2558999.99998000000,3940999.99997000000
3,3,3541.30997224000,676.77001953100,2574000.00000000000,3940999.99997000000
3,3,801.43767044500,796.45001220700,2648999.99994000000,3940999.99997000000
3,4,5784.23409238000,787.64001464800,2651500.00002000000,3940999.99997000000
3,4,1828.48737999000,789.46997070300,2654000.00011000000,3940999.99997000000
3,3,984.31284882700,1078.89001465000,2741499.99998000000,3940999.99997000000
3,3,2338.61067159000,1082.23999023000,2743999.99990000000,3940999.99997000000
3,3,3003.20844239000,878.89001464800,2824000.00000000000,3940999.99997000000
5,5,3036.01198691000,872.15002441400,2831500.00009000000,3940999.99997000000
5,5,2880.15719474000,872.15002441400,2834000.00002000000,3940999.99997000000
2,3,946.37908501400,879.08001709000,2864000.00005000000,3940999.99997000000
3,3,2600.55075442000,879.08001709000,2866499.99998000000,3940999.99997000000
3,3,3106.67677345000,876.85998535200,2868999.99990000000,3940999.99997000000
3,3,1340.95303202000,873.41998291000,2871499.99998000000,3940999.99997000000
2,6,2562.41408756000,848.89001464800,2878999.99991000000,3940999.99997000000
2,6,1898.50046446000,848.89001464800,2881500.00000000000,3940999.99997000000
2,3,4573.78932139000,902.48999023400,2916500.00004000000,3940999.99997000000
3,3,1232.72601279000,858.44000244100,2993999.99990000000,3940999.99997000000
3,3,3495.08129502000,849.09002685500,2996499.99998000000,3940999.99997000000
3,3,3063.20755687000,849.09002685500,2999000.00007000000,3940999.99997000000
3,3,2725.10124723000,840.39001464800,3001499.99999000000,3940999.99997000000
3,3,2688.60337753000,837.78997802700,3003999.99991000000,3940999.99997000000
3,3,2500.01457488000,798.65002441400,3023999.99994000000,3940999.99997000000
4,4,5525.62173791000,778.88000488300,3068999.99999000000,3940999.99997000000
4,4,3412.61863568000,778.88000488300,3071500.00008000000,3940999.99997000000
5,5,1099.70240055000,758.78997802700,3099000.00003000000,3940999.99997000000
5,5,2092.99154834000,758.78997802700,3101500.00012000000,3940999.99997000000
4,4,127.79478805900,777.08001709000,3131499.99999000000,3940999.99997000000
4,4,5447.25454125000,777.08001709000,3134000.00008000000,3940999.99997000000
4,4,5073.15979460000,777.08001709000,3136500.00000000000,3940999.99997000000
4,4,2711.39191007000,777.08001709000,3138999.99992000000,3940999.99997000000
4,4,5374.61972929000,777.08001709000,3141500.00001000000,3940999.99997000000
4,4,3189.92965291000,777.08001709000,3144000.00009000000,3940999.99997000000
2,4,3770.49841649000,777.08001709000,3146500.00001000000,3940999.99997000000
3,3,2787.36075227000,874.97998046900,3211499.99993000000,3940999.99997000000
4,4,2707.49767463000,738.94000244100,3283999.99995000000,3940999.99997000000
4,4,1668.73042739000,899.53997802700,3386500.00000000000,3940999.99997000000
4,4,1900.95972328000,899.25000000000,3388999.99992000000,3940999.99997000000
4,4,1754.40883925000,803.00000000000,3416500.00004000000,3940999.99997000000
4,4,2856.89630665000,800.05999755900,3418999.99996000000,3940999.99997000000
4,4,2849.58463196000,800.05999755900,3421499.99988000000,3940999.99997000000
3,3,1544.05553490000,688.34002685500,3441499.99991000000,3940999.99997000000
3,3,2220.47637448000,688.55999755900,3443999.99999000000,3940999.99997000000
4,4,4615.79043488000,722.65997314500,3898999.99993000000,3940999.99997000000
4,4,1484.86240906000,729.80999755900,3901500.00002000000,3940999.99997000000
3,3,215.92961476200,750.14001464800,2486499.99997000000,3938500.00005000000
3,3,4179.22031906000,743.32000732400,2489000.00006000000,3938500.00005000000
3,3,3291.75437882000,704.15002441400,2493999.99990000000,3938500.00005000000
3,3,615.54036236800,697.14001464800,2496499.99998000000,3938500.00005000000
3,3,2325.22706620000,692.88000488300,2499000.00007000000,3938500.00005000000
3,3,1065.89230249000,688.02001953100,2501499.99999000000,3938500.00005000000
2,4,7122.00990535000,681.04998779300,2503999.99991000000,3938500.00005000000
4,4,1544.00024556000,680.03002929700,2506500.00000000000,3938500.00005000000
8,8,817.75006713200,629.17999267600,2526500.00002000000,3938500.00005000000
8,8,2405.61484020000,629.17999267600,2529000.00011000000,3938500.00005000000
4,4,2427.53640576000,630.75000000000,2533999.99995000000,3938500.00005000000
4,4,258.34846580400,631.34997558600,2536500.00004000000,3938500.00005000000
5,5,2807.18060695000,640.84002685500,2548999.99997000000,3938500.00005000000
2,3,3771.36001681000,686.71002197300,2558999.99998000000,3938500.00005000000
3,3,3842.26213753000,679.71997070300,2574000.00000000000,3938500.00005000000
3,3,3113.05308219000,798.40997314500,2648999.99994000000,3938500.00005000000
3,3,2065.05423477000,797.96997070300,2654000.00011000000,3938500.00005000000
3,3,3081.41838557000,798.29998779300,2656500.00003000000,3938500.00005000000
3,3,2651.17749359000,798.67999267600,2658999.99995000000,3938500.00005000000
3,3,3176.13158833000,804.78002929700,2661500.00004000000,3938500.00005000000
3,3,3001.85820118000,1058.08996582000,2743999.99990000000,3938500.00005000000
2,3,4264.47148282000,890.20001220700,2819000.00000000000,3938500.00005000000
3,3,2714.80690729000,884.28002929700,2821500.00008000000,3938500.00005000000
3,3,2143.41841257000,878.89001464800,2824000.00000000000,3938500.00005000000
5,5,538.62693187500,877.89001464800,2834000.00002000000,3938500.00005000000
5,5,4105.92614234000,868.89001464800,2836499.99994000000,3938500.00005000000
3,3,2517.74779202000,868.78997802700,2871499.99998000000,3938500.00005000000
2,3,2649.65863148000,867.40997314500,2874000.00007000000,3938500.00005000000
3,3,1631.33523893000,863.63000488300,2876499.99999000000,3938500.00005000000
6,6,418.99566484700,848.89001464800,2878999.99991000000,3938500.00005000000
6,6,5649.63971691000,848.89001464800,2881500.00000000000,3938500.00005000000
6,6,2617.57427803000,848.89001464800,2884000.00008000000,3938500.00005000000
3,3,1092.00570086000,896.28002929700,2911500.00003000000,3938500.00005000000
3,3,2841.49805676000,897.20001220700,2914000.00012000000,3938500.00005000000
3,3,567.97933941100,902.80999755900,2916500.00004000000,3938500.00005000000
3,3,4004.20766048000,862.52001953100,2993999.99990000000,3938500.00005000000
3,3,47.97946905470,837.80999755900,3003999.99991000000,3938500.00005000000
3,3,3010.32769606000,833.34997558600,3006499.99999000000,3938500.00005000000
3,3,2647.18525099000,826.69000244100,3009000.00008000000,3938500.00005000000
3,3,1963.50581153000,823.42999267600,3011500.00000000000,3938500.00005000000
3,3,541.61746509100,815.85998535200,3013999.99992000000,3938500.00005000000
3,3,3019.40515217000,798.65002441400,3023999.99994000000,3938500.00005000000
4,4,3656.54088234000,778.79998779300,3068999.99999000000,3938500.00005000000
5,5,1696.12444125000,758.90002441400,3096499.99995000000,3938500.00005000000
5,5,2502.51014881000,758.78997802700,3099000.00003000000,3938500.00005000000
4,4,1155.25065686000,783.09002685500,3144000.00009000000,3938500.00005000000
4,4,1724.89272938000,777.55999755900,3146500.00001000000,3938500.00005000000
2,3,3764.33515190000,797.89001464800,3158999.99995000000,3938500.00005000000
3,3,3166.53395482000,797.66998291000,3161500.00003000000,3938500.00005000000
3,3,3511.77717488000,797.66998291000,3164000.00012000000,3938500.00005000000
2,3,2785.35277880000,810.28002929700,3166500.00004000000,3938500.00005000000
3,3,3188.64910654000,872.72998046900,3211499.99993000000,3938500.00005000000
2,3,1983.48505164000,848.09002685500,3236499.99997000000,3938500.00005000000
